image_id,transcription,india_label,western_label,china_label,image_path
851,"ബൽബീർ കൗർ ഇന്ത്യ, f TMM, ഔട്ട്, f TMM, ട്രോൾ മലയാളം, കോമൾ ഛട്ടാല ഇന്ത്യ, f TMM, ഔട്ട്, f TMM, വിദ്യ ശർമ്മ ഭാരത്, f TMM, സോർ സേ ബോലോ, f TMM, വിദ്യ ശർമ്മ ഭാരത്, f TMM",0,0,0,E:/pep/data/images/malayalam\851
793,26-09-2023 P24 EXCLUSIVE വൺ ട്വിസ്റ്റ് സൈനികന്റെ പരാതി വ്യാജം സൈനികന്റെ ശരീരത്തിൽ PFI എന്ന് ചാപ്പകുത്തിയത് സുഹൃത്ത് സംഭവം ആളിക്കത്തിക്കാൻ * നോക്കിയ TMM ട്രോൾ മലയാളം,0,0,0,E:/pep/data/images/malayalam\793
920,നൂറു ശതമാനം ലോകേഷ്.. മു.. ഹേയ്.. ഹേയ്.. Jamsheer Mjk Facebook 99% ലോകേഷ് മൂവി..!,0,0,0,E:/pep/data/images/malayalam\920
789,കോട്ടയത്ത് ഇനി ഈ ബാങ്ക് പ്രവർത്തിക്കണോയെന്ന് ഡി.വൈ.എഫ്.ഐ തീരുമാനിക്കും ജെയ്ക് സി. തോമസ് *ജെയ്ക് ഡിഫി കോട്ടയത്തെ ബാങ്ക് പ്രവർത്തന രഹിതമാക്കി ജനങ്ങളെ രക്ഷിച്ചു വരുന്ന Help! Help! കരുവന്നൂർ ബാങ്ക് മനുഷ്യൻ ആകണം.. മനുഷ്യൻ ആകണം,0,0,0,E:/pep/data/images/malayalam\789
569,ഓപ്പോസിറ്റ് ഇരുന്ന് സംസാരിക്കുന്ന ഭർത്താവിന്റെ അനിയനെ നോക്കുന്ന കഴിപ്പിയായ ഭാര്യ അവൻ പാന്റ്സിനുള്ളിൽ കമ്പിയിടിച്ച് നിൽക്കുന്നത് കണ്ട്.. (ഈശ്വര അവൻ എന്നെ നോക്കിയാണോ മൂഡ് ആവുന്നേ?) ട്രോൾ നടിമാർ (ഇത്രയും മുഴപ്പുള്ള അണ്ടി ചേട്ടന് പോലും ഇല്ലല്ലോ .. എന്തോ എവിടെയോ..) അവൻ പാന്റ് പിടിച്ചു ശരിയാക്കിയപ്പോൾ അത് കമ്പിയല്ല ചട്ടൻ സിപ് മടങ്ങി നിന്നതാണെന്ന് അറിഞ്ഞപ്പോൾ .. (അഹ് ബെസ്റ്റ്).. ഇവനൊക്കെ കുടുംബത്തോടെ ചെറിയ അണ്ടിയാണല്ലോ.. ഇന്നും വളർത്തുന്നത് തന്നെ ശരണം),1,1,1,E:/pep/data/images/malayalam\569
17,MALAYALAM NAUGHTY TROLLS www.facebook.com/MNT *കാമുകി ഏടാ എന്റെ കണ്ണിൽ പൊടി വീണ ഭയങ്കര വേദന....... *കാമുകൻ ആണോ മോളെ നീ ഒരു പിക് അയച്ചേ ഞാൻ ഒന്ന് നോക്കട്ടെ..... കണ്ടോ ഡാ പൊടി വീണ് ചുവന്നത്.....,1,1,1,E:/pep/data/images/malayalam\17
104,ദേ നോക്കെടി കറെ നേരമായി ഒരു വലിയ പക്ഷി നമ്മുടെ ചുറ്റും വട്ടമിട്ട് പറക്കണ അതത് പക്ഷി അല്ല ചേച്ചി അയലത്തെ ചെർക്കൻ ഡ്രോൺ വിട്ട് കളിക്കന്നതാ,1,1,0,E:/pep/data/images/malayalam\104
23,ASIANETNEWS.COM പുരുഷന്മാരെപ്പോലെ സ്ത്രീകൾ സമരത്തിനിറങ്ങേണ്ടെന്ന് കാന്തപുരം എ പി അബൂബക്കർ മുസ്‍ലിയാർ ഉസ്താദ് മാന്യനാണ്... ട്രോൾ മലയാളം,1,1,1,E:/pep/data/images/malayalam\23
631,മലയാളികൾ ഉപയോഗപ്പെടുത്താതെ കണ്ട പാണ്ടികൾക്ക് കറക്കാൻ കിട്ടിയതാണെന്ന് തോന്നുന്നു ട്രോൾ നടിമാർ ഓരോ തവണ കഴിയുമ്പോഴും മുലകൾ വീർത്തു വീർത്തു വരികയാണല്ലോ,1,1,1,E:/pep/data/images/malayalam\631
966,"GOLMINES Entertainment *ഹേറ്റേഴ്‌സ് 8 -മത്തെ Ballon d'or ഏകദേശം ഉറപ്പിച്ചമട്ടാണ്, നമ്മൾ അത് കുറച്ച് കാണിക്കാൻ കരയേണ്ടി വരുമോ GOLMINES Entertainment * ഫുട്ബോൾ മലയാളം കരയുകയല്ലാതെ മറ്റെന്താണ് നമ്മൾ ഇതുവരെ ചെയ്തുകൊണ്ടിരുന്നത്",0,0,0,E:/pep/data/images/malayalam\966
733,AnilMenon കൊഴുത്ത മിൽക്കി തുട കാണിച്ചു കൊണ്ട് വീണ്ടും സോഷ്യൽ മീഡിയയിൽ തम्मू തൂക്കിയടി 🔥,1,1,1,E:/pep/data/images/malayalam\733
479,"മുഖം വെളുക്കാൻ രണ്ട് കിലോ പൗഡറും പതിനഞ്ച് ഫിൽട്ടറും ഇട്ട ശേഷം *ummu kulsu brush addictzzz ""കറുപ്പിനെന്താ മക്കളെ പ്രശ്‍നം ...""",1,1,1,E:/pep/data/images/malayalam\479
65,പെൺകുട്ടികൾ എടുക്കുന്ന ഫോട്ടോ an@nd ശരിക്കും ആൺകുട്ടികൾ ഇഷ്ടപ്പെടുന്നത... TROLL KERALA,1,1,1,E:/pep/data/images/malayalam\65
737,"ട്രോൾ മലയാളം fb.com/troll.malayalam ദൈവമേ, എന്നെക്കാൾ ഗതികെട്ടവൻ ആരെങ്കിലും ഈ ലോകത്തുണ്ടോ? adar Vizhinjam International Seaport adar Vizhinjam International Seaport",0,0,0,E:/pep/data/images/malayalam\737
451,എന്തെങ്കിലും പണിക്ക് പോയാൽ... കാളകിയുമായുള്ള കല്യാണത്തിന് സമ്മതിക്കാം എന്ന് അച്ഛൻ പറഞ്ഞപ്പോൾ : ഞാൻ * Karaypikelleda.monuse കരയിപ്പിക്കെടാ മോനുസേ മോളസേ... വീട്ടിൽ സമ്മതിക്കുന്നില്ല... നമുക്ക് പിരിയാം...!! അൻവർ. വി,1,0,0,E:/pep/data/images/malayalam\451
666,ഇന്ന് മലയാളികളും തമിഴന്മാരും തെലുങ്കന്മാരും ഒരുമിച്ച് കുണ്ടിയിൽ അടിച്ച് ഒഴിക്കാൻ ആഗ്രഹിക്കുന്ന ഒരുത്തിയുണ്ടെങ്കിൽ അത് ഇവളാണ് ട്രോൾ നടിമാർ DIL RAJU മലയാളത്തിന്റെ സ്വന്തം കുണ്ടിച്ചി ജൂനിയർ നിത്യ മേനോൻ,1,1,1,E:/pep/data/images/malayalam\666
609,സ്കൂളിൽ പഠിക്കുന്ന കാലത്ത് കുറച്ച് പേരെകിലും ക്ലാസ്സിലെ ഏറ്റവും ചരക്കിനെ Friday Cinema ട്രോൾ നടിമാർ അവരുടെ മനസ്സിൽ BDSM ചെയ്യുന്നതും അവൾ കിടന്ന് വിളിക്കുന്നതും സ്വപ്നം കണ്ടവന്മാരാണ് Friday Cinema,1,1,1,E:/pep/data/images/malayalam\609
822,Reporter Live 'ഫെനി ബാലകൃഷ്ണൻ അന്താരാഷ്ട്ര പ്രൊഡാണ്; വെള്ളാപ്പള്ളി നടേശൻ #vellapallynatesan #fenibalakrishnan #solarcas 26 m വീരപ്പൻ ഭൂലോക കള്ളാണെന്നു ബണ്ടി ചോർ ! REPORTER,0,0,0,E:/pep/data/images/malayalam\822
524,introvert കള പെൺകുട്ടികൾക്ക് പെട്ടെന്ന് ഇഷ്ടപെടും എന്നറിഞ്ഞു ആരോടും മിണ്ടാതെ ഒരു introvert ആയി അഭിനയിച്ചു. ഞാൻ ഈയിടെയായി ആരോടും സംസാരിക്കുന്നില്ല എന്ന് പറഞ്ഞു വീട്ടുകാർ എന്നെ മാനസികാരോഗ്യകേന്ദ്രത്തിൽ കൊണ്ടുപോയി ചേർത്തു.,0,0,0,E:/pep/data/images/malayalam\524
99,"ആരാ ? അച്ഛൻ കണിയാനാണോ എന്ന് കാണാൻ വന്നതാ... കുറച്ച് നാളത്തേക്ക് വിദേശയാത്ര ഒന്നും ഉണ്ടാവാൻ സാധ്യത ഇല്ലാന്നാണല്ലോ കാണുന്നേ... അതു ശരിയാ, ഈ നാട്ടിൽ തന്നെ ചുറ്റി തിരിയാനാ സാധ്യത...",1,0,0,E:/pep/data/images/malayalam\99
965,CHELSEA v ARSENAL SATURDAY 21 OCTOBER TOTTENHAM v CHELSEA MONDAY 6 NOVEMBER CHELSEA v MAN CITY SUNDAY 12 NOVEMBER NEWCASTLE v CHELSEA SATURDAY 25 NOVEMBER CHELSEA v BRIGHTON SATURDAY 2 DECEMBER പാലം ബിജു ** TMM ഫുട്ബോൾ മലയാളം ഞാൻ ഒളിവില്‍ പോവാണ്,0,0,0,E:/pep/data/images/malayalam\965
779,Asianet News Asianet News 14 m മോ​ട്ടോർവാഹ​നവകുപ്പ് ജീവനക്കാർക്കെതിരെ അശ്ലീ​ലപ്രസം​ഗം​ഗുമായി എം എം മണി; പ്രസം​ഗത്തിലുടനീളം സ്ത്രീവിരുദ്ധവും പ്രകോപനപരവു​മായ പരാമർശങ്ങൾ #mmmani #obscene #MVD മണിയാശാൻ സ്ത്രീ വിരുദ്ധത പറഞ്ഞു.. കേസ് എടുക്കുന്നില്ലേ *വനിതാ കമ്മീഷൻ ട്രോൾ മലയാളം അത് നാടൻഭാഷയാടോ.. നാടൻഭാഷക്ക് ഇളവുകളുണ്ട്,0,0,0,E:/pep/data/images/malayalam\779
449,എന്നാടി രാവിലെതന്നെ... ഹാ... നമ്മകൊരൂ... ലീവിഷ് ട്വഗ്ഗർ നടതതിയോരു... entertainment ശരിക്കുമോ?! അതു.. എൻ്റെ നീളമുള്ളൊരു അനുണയിക്കും നിൻ്റെനീലകണ്ണുള്ളൊരു നിയുമമരിയയിക്ക്! അത് ഡേറ്റ് റൂൾഡ് ആൻ്റ് പോത്തേ...,1,0,0,E:/pep/data/images/malayalam\449
681,എല്ലാ സ്കൂളുകളിലും കോളേജിലും ...എന്തിന് നമ്മൾ ജോലിചെയ്യുന്ന ഓഫിസിൽ വരെ കാണും ഇങ്ങനെ ഒരുത്തി ട്രോൾ നടിമാർ മുലയും ചന്തിയും അധികം ഇല്ലെങ്കിലും നല്ല കബി മുഖം ആയിരിക്കും,1,1,1,E:/pep/data/images/malayalam\681
502,ചെറുപ്പത്തിൽ കല്യാണങ്ങൾക്കൊക്കെ ജീപ്പിന്റെ പുറകിൽ തൂങ്ങി നിന്ന് ചേട്ടന്മാരൊക്കെ പോകുന്നത് കാണുമ്പോൾ വലുതാകുമ്പോൾ എനിക്കും പോകാമല്ലോ എന്ന് കരുതി ഞാൻ വലുതായപ്പോഴേക്കും ആ സമ്പ്രദായമേ നിർത്തി,0,0,0,E:/pep/data/images/malayalam\502
302,"twentyfournews.com ഇക്കൊല്ലം മീഡിയ റൈറ്റ്സിലൂടെ മാത്രം ബിസിസിഐക്ക് ലഭിച്ചത് 48,390 കോടി രൂപ... pran.th MTM മാൻസസ് BCCI *ക്രിക്കറ്റ് ഫാൻസ് TMM",0,0,0,E:/pep/data/images/malayalam\302
951,"Madhyamam 2h തൂങ്ങിയാളി മരക്കാകൂട്ടി ഇന്ത്യ-ബംഗ്ലാദേശ് മത്സരത്തിൽ തീരെ ആളില്ലാതിരുന്നത്. #CricketWorldCup2023 Johns. @CricCrazyJohns Subscribe The attendance today at Pune is 33,610. [RevSportz] Martin Joseph Koottummel ഇന്ത-ബംഗ്ലാദേശ് മത്സരത്തിൽ എന്ത് ഒഴിഞ്ഞു കിടക്കണമെന്നു പറഞ്ഞത്..? മാധ്യമം. എന്നാൽ അങ്ങെന്താ സത്യം പറയുന്നേ..? ഞങ്ങൾ ഹമാസ് ഇസ്രായേൽ പോരാട്ടം റിപ്പോർട്ട് തുടങ്ങാൻ സമയമായി",0,0,0,E:/pep/data/images/malayalam\951
203,അമ്മേ.. വീണ്ടും എക്സാം മാറ്റി വെച്ചു എന്തൊക്കെ ആയാലും നീ തലേ ദിവസം അല്ലെ പഠിക്കാറുള്ളൂ? പിന്നെ മാറ്റി വെച്ചിട്ടെന്താ കാര്യം?? ആനന്ദം... പരമാനന്ദം ട്രോൾ KTU Sadique,0,0,0,E:/pep/data/images/malayalam\203
14,"തുടക്കത്തിൽ ഇറക്കം കുറഞ്ഞ വസ്ത്രങ്ങൾ ധരിക്കുമ്പോൾ നാണമായിരുന്നു. എന്നാൽ ഇപ്പോഴതില്ല'; നയൻതാര. CINEMAPEPEPS.IN 'തുടക്കത്തിൽ ഇറക്കം കുറഞ്ഞ വസ്ത്രങ്ങൾ ധരിക്കുമ്പോൾ നാണമായിരുന്നു. എന്നാൽ ഈ... ട്രോൾ മലയാളം ക്ലബ് ""സ്വാഭാവികം""",1,1,0,E:/pep/data/images/malayalam\14
819,KSEBക്ക് ആശ്വാസം 200 മെഗാവാട്ട് വൈദ്യുതി നൽകി മധ്യപ്രദേശ് വൈദ്യുതി ബോർഡ് അടുത്ത വർഷം തിരിച്ചു നൽകാമെന്ന് വ്യവസ്ഥ 24 അടുത്ത വർഷം ഹമാരാ 200 MW? ദ്രോഹ മലയാളം KSEB * ക്യാ.. മൂച്ഛേ നഹീ പതാ..,0,0,0,E:/pep/data/images/malayalam\819
899,ചങ്ക് കൂട്ടുകാരി അവലോകനം 8-9 മണി വരെ ഉള്ള ഉറക്കം പല്ലു പോലും തേയ്യാതെ ഉള്ള തിരി ഏത് നേരവും ഓൺലൈൻ ആയുസ്സിൽ ഒരിക്കൽ മാത്രം കളി നല്ല അസൽ വായിനോക്കി ചുള്ളം മേരിയേടത്ത് എല്ലാതും സംസാരാ നല്ല അസൽ തള്ളിയിട്ട് സെൽഫി പ്രാന്തി,0,0,0,E:/pep/data/images/malayalam\899
298,ആദിപുരുഷ് പ്രദർശിപ്പിക്കുന്ന തിയറ്ററുകളിൽ ഹനുമാന് ഒരു സീറ്റ് റിസർവ്ഡ് ആ സീറ്റിൽ ഇരിക്കരുത്...! pran.th എന്താ...! ടോൺ മെമ്മീസ് അവിടെ ഹനുമാൻ ഇരിപ്പുണ്ട്...!,0,0,0,E:/pep/data/images/malayalam\298
892,രണ്ടുദിവസം കൊണ്ട് കേരളത്തിൽ നിന്ന് 18+ കോടി നേടി ചിരുകാപ്പിൽ ഇപ്പോൾ ഇത് ഒരു വീക്കെൻഡ് കുടി എതോ 30+ കോടി നേടി,0,0,0,E:/pep/data/images/malayalam\892
142,പ്രൊപോസ് ചെയ്യുമ്പോൾ നമ്മൾ പ്രതീക്ഷിക്കുന്നത് Malayalam TROLLS *കാമുകൻ *കാമുകി പക്ഷേ സംഭവിക്കുന്നത്,0,0,0,E:/pep/data/images/malayalam\142
719,ശ്ശ് ..ശ്ശ് .. എടി ഇങ്ങോട്ട് ഒന്ന് നോക്കിയേ എന്താടാ .. ട്രോൾ നടിമാർ (അവൾ തിരിഞ്ഞപ്പോൾ എൻ്റെ പാന്റിൽ കുണ്ണ കമ്പി ആയി നിക്കുന്നത് കണ്ടു) (സിപ് തുറന്ന് കുണ്ണ പുറത്തെടുത്തപ്പോൾ ശോ എന്ത് വലുതാടാ ഇത് ..) (അവളോടൊന്ന് വായിലിടാൻ പറഞ്ഞു) ഛീ .. ഇവിടെ വെച്ചോ.. ആരെങ്കിലും കാണും ചെക്കാ .. കൊലച്ചു നിക്കുന്ന കണ്ടിട്ടു എൻ്റെ കണ്ട്രോളും പോണല്ലോടാ കളളാ.. വാ നമുക്ക് എൻ്റെ വാനിൽ പോവാം ..,1,1,1,E:/pep/data/images/malayalam\719
800,REPORTER 23.09.2023 കരുവന്നൂർ തട്ടിപ്പിൽ തൃശൂരിലെ സി.പി.ഐ.എം നേതാക്കൾക്ക് എം.വി ഗോവിന്ദന്റെ താക്കീത് 'ഒറ്റരുത' reporterlive.com Join India's No.1 Commerce Institute ACCA CA CMA CS ADMISSIONS OPEN +91 9061 2777 77 Indian Institute of Commerce Lakshya' *MV ഗോവിന്ദൻ സഖാവ് അഴിമതി വിഷയത്തിൽ റൊമ്പ ഡിസിപ്ലിൻ ആണ നേതാവ് ട്രോൾ മലയാളം,0,0,0,E:/pep/data/images/malayalam\800
515,വീട്ടിലെ ഫ്യൂസായ ബൾബ് അച്ഛൻ മാറ്റിയിടുന്നത് നോക്കിക്കാണുന്ന ഞാൻ 32 (ഏത്തൻ),0,0,0,E:/pep/data/images/malayalam\515
194,"ഇടർച്ചയായി 4 പിരീഡ് ക്ലാസ്സെടുത്തത് കക്ഷിണിച്ച് ഓഫിസിലെത്തിയ കണക്ക മാഷ് # പവിഴൻ സാറെ, ഇപ്പോ ഫ്രീ പിരീഡാണ്... # കണക്ക മാഷ് ഈ ചെക്കൻ എന്റെ പുറകെ കണ്ടേ അടങ്ങൂ...!!!",0,0,0,E:/pep/data/images/malayalam\194
202,ഓസ്കാർ കിട്ടിയ ശേഷം കാപ്രി ജീവിതത്തിൽ ആദ്യമായ ഓസ്കാർ കിട്ടുന്നതു.. സാധാരണ വിളിച്ചു വരുത്തി കൊതിപ്പിച്ച് വിടാനാ പതിവ്..,0,0,0,E:/pep/data/images/malayalam\202
891,ഗാംഗുമായി വരുന്നവനാണ് ഗാങ്സ്റ്റർ.. അവൻ ഒറ്റക്കാണ് വന്നത്..!! മോൺസ്റ്റർ..!!,0,0,0,E:/pep/data/images/malayalam\891
760,"07.10.2023 'ലൈംഗികബന്ധം സമ്മതത്തോടെ; വിവാഹിതയാണെന്ന് മറച്ചുവെച്ച്, മകനെ പരിചയപ്പെടുത്തിയത് സഹോദരനെന്ന് പറഞ്ഞ് പീഡനക്കേസിൽ ഷിയാസ് കരീമിൻ്റെ മൊഴി' mathrubhumi.com പോലീസ് എന്താ നിൻ്റെ പേര്? ട്രോൾ മലയാളം ഷിയാസ് കരീം! കണ്ണൻ ഭായ് എന്നല്ലേ?",0,0,0,E:/pep/data/images/malayalam\760
911,കണക്ക് സാറ് PT പിരിഡ് ക്ലാസെടുക്കാൻ ശ്രമിക്കുന്നു പെട്ടെന്ന് കന്നു വരുന്നു. ഹഹഹാ.. Q&M..! 4 ഞാൻ AYALAM HOT MALAYALAM TEENS AM പെട്ടെന്ന് പെയ്യുന്നു നിങ്ങൾ പോകില്ലാ കളിക്കാൻ മിസ്റ്റർ പി.ടി.,0,0,0,E:/pep/data/images/malayalam\911
247,പരീക്ഷക്ക് പഠിക്കാൻ ഇരിക്കുന്ന ഞാൻ ഞാൻ പെട്ടെന്ന് എൻ്റെ ചിന്ത ചുരുങ്ങിയ സമയത്തിനുള്ളിൽ പഠിച്ച് പരീക്ഷക്ക് മാർക്ക് വാങ്ങിക്കാൻ പഠിക്കണം അതുകൊണ്ട് ഇപ്പോഴും ശേഷം Yanthram movie download. English robot movie fight scene,0,0,0,E:/pep/data/images/malayalam\247
403,ഇപ്പോ എല്ലാം തന്നെ ആശ്ലേഷമാകുന്നത് കാണുന്ന ഭാവിയിൽ പലരുടെയും പണി കളയാൻ സാധ്യത ഉള്ള *AI (Artificial intelligence) TMM മോതലാലി TCM TROLL COMEDY MALAYALAM AP International,0,0,0,E:/pep/data/images/malayalam\403
74,മലയാള സിനിമയിലെ TROLL SEXY ACTRESS MALAYALAM മേനോത്തികൾ അഥവാ മുലചികൾ,1,1,1,E:/pep/data/images/malayalam\74
593,അധികമൊന്നും കാണിച്ചിട്ടില്ലെങ്കിലും ഈ അമ്മയെയും 3 മക്കളെയും കാണുമ്പോൾ ട്രോൾ നടിമാർ നാലെണ്ണത്തിനെയും മാറി മാറി പൂരിലും ചന്തിയിലും അടിക്കാൻ തോന്നുന്നത് ഇനി എനിക്ക് മാത്രമായിരിക്കില്ല,1,1,1,E:/pep/data/images/malayalam\593
314,പരിചയക്കാർ ഉള്ളപ്പോൾ കടയിൽ നിന്നും സിഗരറ്റ് വാങ്ങിക്കുന്നു... *ഞാൻ എന്റെ അയൽവാസികൾ* ചേട്ടാ സ്വർണ്ണ അരിപ്പ ഉണ്ടോ? കടക്കാരൻ* ഇല്ലെടാ... കത്രിക മതിയോ? മതി...,0,0,0,E:/pep/data/images/malayalam\314
670,അല്ലെങ്കിലും ഒരു പെണ്ണിന്റെ തേൻ ചുണ്ടുകളിൽ നക്കി വലിച്ചുകൊണ്ട് അവളുടെ പൂറിൽ വിരലിട്ട് ട്രോൾ നടിമാർ ഇളക്കുമ്പോഴുള്ള അവളുടെ എക്സ്പ്രെഷനും മുളളും മാത്രം മതി അണ്ടി കൊലച്ചു നിക്കാൻ,1,1,1,E:/pep/data/images/malayalam\670
22,പുതിയ മരുമോൾ വന്നതിന്റെ പിറ്റേന്ന് @അമ്മായിമ്മ @മരുമക്കൾ ഗോൾ മലപ്പുറം SHAHUL SHAN KARIMBANAKKAL എന്താ മക്കളേ പരിവാടി പായസം ഉണ്ടാക്കാ ഇമ്മാ ഇജ്ജും ഓളും കുടിച്ചിട്ട് ഇമ്മാക്ക് തന്നാൽ മതീട്ടോ ഏ...,1,0,1,E:/pep/data/images/malayalam\22
914,asianet news NEWS EXCLUSIVE പട്ടാള വേഷത്തിൽ ആദ്യ റിപ്പബ്ലിക്ക് പരേഡ് കണ്ട ആവേശത്തിൽ മോഹൻലാൽ അനുഭവം പങ്കുവയ്ക്കുന്നു WATCH VIDEO,0,0,0,E:/pep/data/images/malayalam\914
332,"MTM മലയാളം ട്രോൾ മാസ്റ്റർ pran.tk i ASIANET NEWS രചന, സംവിധാനം റോബിൻ രാധാകൃഷ്ണൻ; എന്ന് ലുക്കും കെട്ടിലും എത്തി TMM തീയേറ്ററുകൾ പുരസ്കരിക്കുന്ന സീൻ...! * ദി കംപ്ലീറ്റ് ആക്ടർ എൻ്റെ പിള്ളേരെ തൊട്ടാൽ മൂക്കാമണ്ടയിടിച്ച് ഞാൻ പൊളിയക്കും...!",0,0,0,E:/pep/data/images/malayalam\332
558,"ഈ കുത്തി അല്ലെ ഏതോ സിനിമയിലെ വെടികളുടെ സംഘടനയുടെ നേതാവ്? ട്രോൾ നടിമാർ ഇവളൊക്കെ വെറും ""ലോത്തിരി പൂത്തിരി മുന്തിരി ചെപ്പോ കമ്പി തിരി മത്താപ്പോ"" കേസ് അല്ലെ",1,1,1,E:/pep/data/images/malayalam\558
435,ഞെക്കട്ടെ? entertainment corner.in more than just movies... മലയാളം EDITZ entertainment corner.in,1,1,1,E:/pep/data/images/malayalam\435
886,ഒരു പോലീസ് ചെക്കിംഗ് സത്യകഥ ലൈസൻസ് എടുക്കാൻ മറന്നു അയ്യോ രാവിലെ വണ്ടി കഴുകിയപ്പോൾ RC ബുക്ക് എടുത്ത് വീടിൻ്റെ അകത്ത് എടുത്തു വെച്ചല്ലേ കൂട്ടുകാരൻ കൂട്ടുകാരനോട് എടാ നീ എൻ്റെ വണ്ടി ഓടിച്ചോ എന്ന് ചോദിച്ചു അതിന് അവനെന്തിനാടാ വണ്ടി ഓടിക്കുന്നേ? എന്റെ കയ്യിൽ ലൈസൻസ് ഇല്ലാലോ ആഹാ സത്യം അയ്യോ! സത്യം അയ്യോ! അയ്യോ! സത്യം അയ്യോ! സത്യം അയ്യോ! സത്യം അയ്യോ! സത്യം അയ്യോ! സത്യം അല്ലേ SI വരുന്നു. അതും 100 രൂപ അടച്ചിട്ട് പോകാമോ,0,0,0,E:/pep/data/images/malayalam\886
628,മലയാളി ഡയറക്ടറുമാർ നേരെയാണ് ഉപയോഗിച്ചാൽ മഷാദ് നടിമാർ ഇവൾ നമ്മുക്ക് ഓരോരുത്തർക്കും കുണ്ണ പാൽ വറ്റിക്കും,1,1,1,E:/pep/data/images/malayalam\628
470,HAPPINESS IS MALAYALAM NAUGHTY TROLLS www.facebook.com/MalayalamNaughtyTrolls സർപ്രൈസ് ആയി അവളുടെ വയറ്റിൽ പിടിക്കുന്നത്,1,1,1,E:/pep/data/images/malayalam\470
731,AnilMenon ഇതുപോലെ എല്ലാം ഒത്ത ഒരു സൊയമ്പൻ കബി ചരക്ക് ഇനി അത്ര എളുപ്പമാവില്ല,1,1,1,E:/pep/data/images/malayalam\731
946,mediaoneonline.com ബന്ധികളായ അമ്മയെയും കുഞ്ഞിനെയും ഹമാസ് മോചിപ്പിച്ചു മീൻവയിൽ ' മീഡിയ വൺ ' Martin Joseph Koottummel കഞ്ഞാണെടേ ഹമാസ് വിളക്കേ അലിവിൻ നിറകുടമേ...,0,0,0,E:/pep/data/images/malayalam\946
518,വീടിന് പുറത്ത് ആരെങ്കിലും വന്നാൽ ഞാൻ(35) അമ്മേ.. ENTE KIDUVE TMM എൻ്റെ കിടുവേ,0,0,0,E:/pep/data/images/malayalam\518
613,ട്രോൾ നടിമാർ പേര് : വൈഗ ആവശ്യത്തിന് തുറന്ന് കാണിച്ചിട്ടും കൂടെ കിടന്നിട്ടും അവസരം കിട്ടാതെ പോയ ഒരു അസ്സൽ വെടി,1,1,1,E:/pep/data/images/malayalam\613
390,കുറച്ചു ദിവസമായിട്ട് കാണുന്ന മിക്കവരുടെയും വാട്സ്ആപ്പ് സ്റ്റാറ്റസ് TC TROLL COMPANY EXPLORE YOUR IDEAS,0,0,0,E:/pep/data/images/malayalam\390
432,VPN Connect ചെയ്യാൻ നോക്കുമ്പോൾ ഇടക്ക് കേറി വരുന്ന ഏതോ ആപ്പിലെ പരസ്യത്തിലെ *ചേച്ചി എന്റെ കിടുവേ,1,1,1,E:/pep/data/images/malayalam\432
969,മെസ്സിയുടെ ഡ്രൈബ്ലിംഗ് സ്കിൽസ് അങ്ങനെ പോയ് പോകലാ മോനെ,0,0,0,E:/pep/data/images/malayalam\969
825,റെഡ്മി ന്റെ ചാർജർ ഐ ഫോണോ.. ടോൺ മലയാളം * ഐഫോൺ 15,0,0,0,E:/pep/data/images/malayalam\825
674,ഇവളൊക്കൊന്നും ഡാൻസ് ടീച്ചറായിരുന്നേൽ ഉറപ്പായിട്ടും അവിടെത്തെ പിള്ളേരൂടെ തന്തമാരെല്ലാം ഫീസ് കൊടുക്കുന്നതിന് പകരം അവളുടെ വായിൽ കൊടുത്തേനെ ട്രോൾ നടിമാർ വീട്ടിലെ വെള്ളക്കാരൻ അടിക്കാൻ നല്ല ചക്ക പോലത്തെ ചന്തിയും ഉണ്ടല്ലോ,1,1,1,E:/pep/data/images/malayalam\674
976,"TMM TMM febin uk * ഇൻ്റർനാഷണൽ ഗോൾസ് ൽ 2nd ലോട്ട് എത്താൻ നിനക്കുള്ള ദൂരം ഫുട്ബോൾ മലയാളം വെറും 3 ഗോൾ മാത്രം TMM TMM * Leo Messi ""106 international team Goals""",0,0,0,E:/pep/data/images/malayalam\976
716,മിയയുടെ തെളുകിലെ ആദ്യത്തെ കളി ഒരു അവലോകനം ഓഫീസിലെ മതിലിൽ ചേർത്ത് നിർത്തി പൂറിൽ തള്ളി കയറ്റി ട്രോൾ നടിമാർ അവളുടെ വിളി കേട്ട് അവൻ നിർത്താതെ പണിഞ്ഞത് ചന്തി വിടർത്തി പിടിച്ച് ഞെരിച്ചോണ്ട് അടിച്ച് കയറ്റി അവസാനം അവൻ്റെ പാൽ അവളുടെ കിളിന്ന് പൂറിൽ നിറച്ച്,1,1,1,E:/pep/data/images/malayalam\716
