image_id,transcriptions,original_labels,irish_labels,chinese_labels
1699,"fb.com/karthi.07, mt, *, Happy women's day darling !, *Mom, Inga oruthi kuthukallu Mari iruken enaku sollanumnu thoonala darling ahm la darling, mt",not-misogyny,not-misogyny,not-misogyny
1211,"மனைவி அமைவதெல்லாம் இறைவன் கொடுத்த வரம். சில பேருக்கு துப்பட்டி விடுகிற மாதிரி. பல பேருக்கு துப்பட்டி எடுக்குற மாதிரி. எல்லாம் அவன் செயல் | Sep.04,2020",misogyny,not-misogyny,misogyny
406,~Tell about your friends??? VERA LEVEL MEMES VERA LEVEL MEMES @_dharshan._ Loosu ku**i bro yellam,not-misogyny,not-misogyny,not-misogyny
1120,HEISZENBERG MC PONDATIYA !! ADUPADI LAYAE NIKKA VACHA MAAMANNAN ENGA 🤔!! ERIMALAI MEMES MLA ELECTION LA NIKKA VACHU !! SAMA URIMAI KUDUTHA RATHNAVEL ENGA 🔥,not-misogyny,not-misogyny,not-misogyny
691,"vera_level_memes Someone : Enjoy your day That problem from nowhere: Okay enjoy panidren _vishal_sammy_ 2,226 likes vera_level_memes Good morning _vishal_sammy_ View all 8 comments 4 hours ago Bike breakdown Naa sollala",not-misogyny,not-misogyny,not-misogyny
55,Enna na orey chat memea potutu iruka 3:28 pm Enayum content akiratha na 😂 3:29 pm _vishal_sammy_ Purinjiduchu content aakuren,not-misogyny,not-misogyny,not-misogyny
1093,Good morning keerthivasan_5 podaa boomeru Good morning hi akka good morning,misogyny,misogyny,misogyny
413,Me wishing everyone Workers Day and forget i am also a working person @_vishal_sammy_ SQL SERVER 7 CORPORATE TAMIL MEMES GET IT ON Google Play,not-misogyny,not-misogyny,not-misogyny
1434,என் ஆளு phone att பண்ண மாட்டேன்கிறா.... 😑 ஒரு எட்டு நீ போய் அவ புருஷன் வீட்ல இருக்கானானு பார்த்துட்டு வா... 👀,misogyny,not-misogyny,not-misogyny
184,Muthu Kutti Just now Anttha thappa mattum panida maaten da.. #muthumc Venada Muthu single ah iru atha nallathu Luv la venada Purinjuko J4 STUDIOS VERA LEVEL MEMES J4 STUDIO,not-misogyny,not-misogyny,not-misogyny
1330,"thambiyoda thambi nalla anna na vida amsama than ambala thanama irukaan introvert akka kalaila elunthirkum pothey elunthu nikuthey, iluthu pudichu panidalama",misogyny,misogyny,misogyny
576,BHAVANI SRE WITH VETRIMAARAN FROM THE SETS OF VIDUTHALAI PART-1,not-misogyny,not-misogyny,not-misogyny
1072,~ வாழ்ந்தாலும் உன் கூட செத்தாலும் உன் கூடதான்டா ~ எதே...? •EX •NEW BF இங்க பேசிட்டு இருக்கேன்டா,misogyny,misogyny,not-misogyny
510,She : Hey innaiku enna aachu theriyuma *Me VERA LEVEL MEMES VERA LEVEL MEMES @_dharshan._,not-misogyny,not-misogyny,not-misogyny
569,Unaku epadi da night shift la suthama thookam varama iruku Me throughout the night shift: @_vishal_sammy_,not-misogyny,not-misogyny,not-misogyny
466,"Mark your calendars for October 20th, as Aerohub takes off with a spectacular three-day carnival! Celebrations begin! AEROHUB EAST PVR PVR தமிழ் Apo yenna pa yelarum Oct 20th Aerohub Poitu weekend enjoy pannidalam AMIL MEME GET IT ON Google Play",not-misogyny,not-misogyny,not-misogyny
1057,கணவன் : உன் சமையலை நாய் கூட தீங்காது! மனைவி : சத்தமா சொல்லாதீங்க உங்க அம்மா உள்ளே சாப்பிட்டுக்கிட்டு இருக்காங்கா...,misogyny,misogyny,misogyny
1261,மாதந்தோறும் குடும்ப தலைவிக்கு 1000 செப்டம்பர் மாதம் முதல் அறிவிப்பு ஏங்க குடும்ப தலைவிக்கு னு கொடுத்தாங்க நீங்க புடுங்கி குடிச்சிட்டு வரிங்க ஏய் குடும்ப தலைவன் இல்லாமா எப்டி குடும்ப தலைவி வந்தா எதிர்த்து பேசாதாடி,misogyny,not-misogyny,misogyny
1580,"படத்துல வர பன்னிகுட்டிய பத்தி கூட பேசுறாங்க : Maamanan படத்துல நான் தான் heroine, ஒருத்தனச்சும் என்ன பத்தி பேசறானா பாரு",not-misogyny,not-misogyny,not-misogyny
1652,நாளை முதல் அனைத்து மகளிரும் சாதாரண கட்டண நகரப்பேருந்துகளில் கட்டணமின்றி பயணிக்கலாம் என்ன பாக்குற இனி என்மேல கை வெச்ச பஸ் ஏறி எங்க ஆத்தா வீட்டுக்கு போய்க்கிட்டே இருப்பேன்,not-misogyny,misogyny,misogyny
371,"Call panni edukalana thirumba call pannama msg panni enna da call panirundha nu ketutu ""I miss you guys"" nu status poda kudathu VERA LEVEL MEMES",not-misogyny,not-misogyny,not-misogyny
1430,IF OUR CRUSH LOVE SOMEONE ELSE EXPECTATION *CRUSH *ME NANTAN SANTHOSAMA ILA NEEYACHU SANTHOSAMA IRU REALITY *CRUSH *ME NEEYA SAAVURIYA NAN THORATHI THORATHU ADICHU KOLAVA,misogyny,not-misogyny,not-misogyny
870,என்னாதான் என்னோட Owner மழையில நனைஞ்சாலும்... Mobile என்னைய நனையாம பாத்துகிரார்ல சார் அந்த நல்ல மனசு தான் சார் கடவுள்..,not-misogyny,not-misogyny,not-misogyny
199,Muthu Kutti Just now When the manager didn't join the update call Sir..sir.. ipdiae masa masa nu ninutu iruntha epdi sir ethavathu mudivuku vangha sir #muthumc *TL MALAYALAM FILM CENTRAL TALKIES VERA LEVEL MEMES TRIPLICANE S1 CANE,not-misogyny,not-misogyny,not-misogyny
1597,"மயோசைட்டிஸ் நோய்.. படுக்கையில் இருந்தே எழு முடியாமல் தவிக்கும் சமந்தா..! NOV 30, 2022 DRIN MUGAM PALLAVAM MEMES வயசான மாதிரி இருக்காரு அஜித் கூட நடிக்க மாட்டேன்னு சொன்னவ தானே நீ",not-misogyny,not-misogyny,not-misogyny
1510,மீம்ஸ்..தமிழ் Wife - நான் ஊருக்கு போய்ட்டா நீங்க சாப்பாட்டுக்கு என்ன பண்ணுவீர் Husband - சாப்பாடு கெடக்குது ... மனசுக்கு நிம்மதி தான் முக்கியம் .... 😔 #his wife,misogyny,misogyny,misogyny
789,"Vetri Mra Just now They Brought Back the happiness again Neega oru Maja, unga Vlog oru maja..! MOKKA POSTU vetrimra",not-misogyny,not-misogyny,not-misogyny
1545,"அது ஒண்ணுமில்லடா.. இன்னிக்கு என் பொண்டாட்டிக்கு பொறந்தநாளு... கிஃப்ட் எங்கேயோன்னு கேட்டா.. நானே உனக்கு பெரிய கிஃப்ட்ன்னு சொன்னேன்... அதான்... அதுக்கு ஏண்ணே சட்டை, கிழிஞ்சா இருக்கு?.",not-misogyny,not-misogyny,not-misogyny
131,"Ram MC Just now # inOffice During team meeting, Your boss and colleagues are vadakkan, Discussing important points in Hindi . Me only one person Tamil @vera_level_memes You're saying all kinds of things. I'm confused. MAAMANNAN",not-misogyny,not-misogyny,not-misogyny
788,Gøkúl Røhít Just now • 👥 😈__evil.rock__ Me following Purtasi maasam strictly for first time Insta reels showing Chicken mutton Biryani 🍗 🧆 ~ ❤️ MOKKA POSTU Na venum nu thonudhu la,not-misogyny,not-misogyny,not-misogyny
1080,"Unakennapa doli irukku naanga apdiya Hairil irukku Vechukittu onnum pannama iruken Am a goooodu boy Replied to you Am a goooodu boy Apuram Edhukku da unakku Enakku intro kodu Naan simbu fan uh Intro koduthu irukava onnu rendu perum porathukka Intro koduthu irukava onnu rendu perum porathukka Sabaash Prd|memez Me who have some extra doli's friends, but don't Try anything",misogyny,misogyny,not-misogyny
57,Dharshan Just now Me shares reel to my friend That nanban reacted with smile emoji (😂) Kondae puden nan send pannadhu humanity reel uh,not-misogyny,not-misogyny,not-misogyny
1347,Starting Thangachi ithellam thappu Na Few minutes later Actress Innum Vegama kuthu Na,misogyny,misogyny,misogyny
188,Whenever I'm going out My intuition: Ni olunga veedu pootave illa.. seekaram pooi paru Me: Avana yarachu solli niruthungalen da.. vandhute irukan da avan,not-misogyny,not-misogyny,not-misogyny
281,"Conversation with your colleague in chat gone little embarrassing... Idhukku aprm epudra nimmadhiya thookam varum, naan epdi da ava moonjila mulippen VERA LEVEL MEMES VERA LEVEL MEMES TAMIL MEMES Google Play mt",not-misogyny,not-misogyny,not-misogyny
771,WiNk @Whaamen_ Knjo naliku pesama avoid pana avangale vandhu pesavanga nu soluvanga Nambadhaa MOKKA POSTU,not-misogyny,not-misogyny,not-misogyny
959,தம்பி முதல் வாட்டியா.. பயமா இருக்கா.. எது பயமா.. எங்க ஊரு கவர்மெண்ட் பஸ்ல போயிருக்கியா.. மண்ட பத்ரம்..,not-misogyny,not-misogyny,not-misogyny
158,_vishal_sammy_ Meet your lawyer. INES rtainment Dong lee oda fight scene ku naa adimai,not-misogyny,not-misogyny,not-misogyny
347,"Muthu Kutti Just now 🎵 Anirudh Ravichander In the climax, The Hukum song is playing... 🔥 🥵 #muthumc *Shiva *Rajni VERA LEVEL MEMES (repeats around the logo)",not-misogyny,not-misogyny,not-misogyny
1628,அம்மா தூங்கிடாங்களா இன்னைக்கு DALGONA COFFEE செஞ்சு பார்கலாம் Little princess மண்ட பத்ரம் மீம்ஸ் Amma அடியேய் கயல் காசு இல்லமா எதோ இருக்கிறத வச்சு சாளிச்சுட்டு இருக்கேன் பைத்தியம் போல எதாவது பண்ண உன்ன அப்படியே கொன்றுவேன் 1/1,not-misogyny,misogyny,not-misogyny
702,தினகரன் 14 FEB MISSING WDG4 70086 UDL 2214 சரக்கு ரயில் காணோம் நாக்பூரிலிருந்து மும்பைக்கு சுமார் 90 கண்டெய்னர்களை ஏற்றிச் சென்ற சரக்கு ரயில் 13 நாட்களாக காணவில்லை பிப்ரவரி 1ம் தேதி நாக்பூர் விமான நிலையத்தில் இருந்து புறப்பட்ட PJT1040201 எண் கொண்ட பல கோடி ரூபாய் மதிப்பிலான ஏற்றுமதி பொருட்களை நிரப்பிய கண்டெய்னர்களை கொண்ட ரயில் காணவில்லை VERA LEVEL MEMES *Biharis Etho perusaa panringa,not-misogyny,not-misogyny,not-misogyny
239,"மணிப்பூர் கொடூரம் - அதிர்ச்சி மேல் அதிர்ச்சி மணிப்பூரில் நிர்வாணமாக இழுத்துச் செல்லப்பட்ட பெண்களில், ஒருவரின் கணவர் இந்திய ராணுவத்தில் பணியாற்றியது தெரியவந்துள்ளது! அசாம் ரெஜிமெண்ட் பிரிவில் சுபேதாராக இருந்த அவர், 'நான் நாட்டை காப்பாற்றினேன்; என் மனைவியையும், ஊரையும் காப்பாற்ற முடியவில்லை' என டிவி சேனல் ஒன்றுக்கு வேதனையுடன் பேட்டியளித்துள்ளார் VERA LEVEL MEMES _dharshan._ mt",not-misogyny,not-misogyny,not-misogyny
1536,"என்ன சொல்கிறோம் என்பதைவிட அதை எப்படி சொல்கிறோம் என்பதே மிக முக்கியம், எடுத்துக்காட்டுக்கு... ""வாயை மூடு"" என்று மனைவியிடம் சொல்வதை விட ""உன் இதழ்கள் மூடி இருக்கும் போது நீ எவ்வளவு அழகாய் இருக்கிறாய்"" என்று சொல்லிப்பாருங்கள் #you_win:-)",not-misogyny,not-misogyny,not-misogyny
1756,*brother நீ சொன்னால்.. எதையும் செய்வேன்.. தலையாட்டும் பொம்மை ஆவேன்.. GURU *sister கிழிப்பான் !! அவன் கிழிப்பான் !! TV REMOTE கேட்டாலே தரமாட்டான் !!,not-misogyny,not-misogyny,not-misogyny
1156,@MR TAMIL PASANGA ~Oorla ethana pasanga irukanga ivana endi emathura Avan innocent di,misogyny,misogyny,not-misogyny
902,While seeing this Vehicle நாமக்கல் Namakkal சேலம் Salem That Vehicle *90's kids Vedichura podhu Namma sikrama idatha kaali Panidivom,not-misogyny,not-misogyny,not-misogyny
992,பாக்கத்தா செம CUTEஆ இருக்கா ஆனா இவ அம்மாவை கத்தியால் 152 தடவை குத்தி கொன்னுருக்கா 😲 KASH VLOGS 😲 அழகிய PSYCHO கொலைகாரி 💕 ❤️ இவளோட FULL STORY LINK IN MY BIO மக்களே ❤️,not-misogyny,not-misogyny,not-misogyny
222,Hotel Server.. ~சாப்பிடுறதுக்கு முன்னாடி..ஒரே Cold இருக்கு Hot Water கேக்குற..! ~சாப்பிட அப்புறம்.. Digest ஆகல.. Pepsi & Coke இருக்கானு கேக்குற..ஏன்டா..ஏன்..! Dinesh tamil film,not-misogyny,not-misogyny,not-misogyny
1413,shh rendu nimisham sooththula adichikirenu solltu ivlo neram vegama adikire shhhhh boybestiememes un sooththa pathalae en sunni veri aguthu teacher athan dai un sunniya veliya edu en purushan varra neram achi shhhh ahhhhh,misogyny,misogyny,misogyny
895,Got Window seat.. gonna enjoy my journey.. VRR 2.0 After 10 mins *stranger Enakkune varuveengala da??,not-misogyny,not-misogyny,not-misogyny
1532,Avangalukum family Ku help pananum thought irukum. Athanala avanga job poga asapattaa allow panrathu Arrange marriage panunalum mapillai rich irunthalum ponnuku pudikata marriage panivaika kudathu TAMIL MEME WORLD,not-misogyny,not-misogyny,not-misogyny
707,bellalaurea Dei koil la iruken da Summa ira Kovil la poi Enda insta use pandre Poi sammy kita paava mannipu kelu _vishal_sammy_ வெளங்குமடா,not-misogyny,not-misogyny,not-misogyny
83,Dharshan Just now Frnd : En da enga status pakka matra Me : nan status pathu palagaravan ila bro #dharshanmc VERA LEVEL MEMES,not-misogyny,not-misogyny,not-misogyny
36,Dhanush ku adutha hit movie ya irukum ✨,not-misogyny,not-misogyny,not-misogyny
1607,ovaruthurukum oru visiyathula payithiyam Jerom Memes playboy friend ivanuku ponunga mela paithiyam,not-misogyny,not-misogyny,misogyny
1257,மீனுக்கு பேரு கொண்ட LUX STUDIO வாய மூட்றா புண்ட LUX STUDIO,misogyny,not-misogyny,not-misogyny
906,ME : AMMA ORU PONNA LOVE PANDREN MOM ~ ப்பா என்னா சார்பு MR MEMER,not-misogyny,not-misogyny,not-misogyny
1025,கணவன்மார்கள் மனைவிமார்கள் வாயில வைக்க முடியாத விளங்காத சரக்கெல்லாம் குடிக்க முடியுது பொண்டாட்டி போடுற டீ மட்டும் குடிக்க கசக்குதோ..??,misogyny,misogyny,not-misogyny
832,Me* apsara non dust eraser for neat and clean erasing MRP Rs. [illegible numbers] Un rubber la kojam அழிச்சிட்டுதரேன்.? உழவன் மீம்ஸ் *My frnd mt Dei..Dei பாத்துட மேல இருக்கற cover ah kizhichidatha da.?,not-misogyny,not-misogyny,not-misogyny
105,Memes... @_dharshah__ Best motivational speech VERA LEVEL MEMES VERA LEVEL MEMES,not-misogyny,not-misogyny,misogyny
1682,Women's Day PariThabanGal *We @manda_pathram_memess Happy WomEn's DaY.. *WomEn's mt IG|MPM மண்ட பத்திரம் *Fake Id's Thank you!Thank you!,not-misogyny,not-misogyny,misogyny
1161,என்னோட Future Wife இந்த தடவ எவன் கூட Lovers Day Celebrate பண்ண போகுதோ தெரியல Tamil Memes Google Play mt,not-misogyny,not-misogyny,not-misogyny
1008,Sight Adichifying College Staff Expectation : Reality : nivasmc@fb,not-misogyny,misogyny,not-misogyny
1577,Gudboy Arun Just now * Class Girl using 5 colour pens while Writing * : Enna mam nenga.. Rangoli colour kolam ah vida Adhigama Colour use pandrenga..,not-misogyny,not-misogyny,not-misogyny
973,KALAVANI MEMES KALAVANI MEMES PAGE mt வெயில் காலத்துல இது ரெண்டு மட்டும் இல்லனா நாறிடும்,not-misogyny,not-misogyny,not-misogyny
357,"After a fight between mom and dad They - idhu ellathukum kaaranam needhan 8 y/o me till 9 p.m I wondered ""What did I do Wrong?"" VERA LEVEL MEMES VERA LEVEL MEMES mt Get it on Google Play",not-misogyny,not-misogyny,not-misogyny
553,Muthu Kutti 3m *TI ping me and assign some task* Friday 6 maniku mela lap login aaagathu #muthumc தில்லு ஒயின்ஸ் VERA LEVEL MEMES Tamil Comedy Channel,not-misogyny,not-misogyny,not-misogyny
675,"Darshan Just now 🧑‍🤝‍🧑 Hey ,I love you di :Enaku interest ila da Enmela interest illaya ??? :ila enaku boys mela interest illa TAMIL MEMES GET IT ON Google Play mt",not-misogyny,not-misogyny,not-misogyny
1327,enna da thambi amma tea thool ketanga nu vanthu apdiye nikura pakathu veetu aunty me tea poda paal venama ???,misogyny,misogyny,misogyny
644,"~Me imagining playing cricket tournament for my clg team... Naan thaan star all rounder team ku... 2 100s, 3 50s, 5 wkt haul uh, 4 wkt haul nu eduthu veesi thalluren Middle order destructive batsman + seam bowler + star fielder + vice captain of the team naanu Bayangaramana padai balam konda team engalodathu... Stadium filled with awestruck audience during matches Aprm finals varaikum poi choke aagirrom... Team captain captaincy role ah give up pannirraan Next year tournament ku na captain aaguren... Tournament la en team jeikuthu!!!",not-misogyny,not-misogyny,not-misogyny
1567,She - Baby pona maasam etho urgent nu 10K vanguniye epo da thara pora Me - Adha dowry la minus panniko She ~ Edhey,not-misogyny,not-misogyny,not-misogyny
728,ஆசை வார்த்தை கூறி பல பெண்களை காதல் வலையில் விழ வைத்த நபர் கைது - செய்தி..! Me ~ டேய் டேய் காசு வேணும்னாலும் தரேன்... அந்த ஆசை வார்த்தை என்னென்னன்னு சொல்லிகுடுங்கடா... 🥺🥺🥺,not-misogyny,misogyny,not-misogyny
1601,IN FUTURE Unga Amma unaku MAKE-UP poda solli tharla ya ? YOU CAM use panna solli thandhu irukanga,not-misogyny,misogyny,misogyny
450,Rutu and Tushar Thapichita da Theekshana,not-misogyny,not-misogyny,not-misogyny
95,~Vaishu after matter with cheenu *Motta madhan Enta edhachum sollanuma??? VERA LEVEL MEMES _dharshan._ Ila da nanga rendu perum group study dhan pannitu irundhom,not-misogyny,not-misogyny,misogyny
610,"Current affairs la irundhu sports, politics, finance, cinema nu Ella vengayamum theriyum aana love panra ponnu enna nenaikra feel panra nu mattum theriyadhu *She VERA LEVEL MEMES",not-misogyny,not-misogyny,misogyny
1590,"Neenga andha ponnuku gold kudunga, diamond kudunga, platinum kooda kudunga ..aana mic ah matum kuduthuradhinga 🙏 தமிழகம் முழுவதும் வாழ்த்துத் தேர்வில் தொகுதி அ",misogyny,misogyny,misogyny
1557,andha மாலைய kalatti vaikka கூட unaku time illa... apditane irukatum irukatum..,not-misogyny,misogyny,not-misogyny
402,Kousik Karthikeyan @kousik23 #Viduthalai Extended version is even better than the theatrical version. The narrative itself changes. Wonder why they didn't show this version in theatre. #ViduthalaiPart1 #ViduthalaiOnZEE5 *Director's Cut,not-misogyny,not-misogyny,not-misogyny
178,Me after activating Microsoft apps without product key Thimuru venuma thimuru iruku Gethu venuma gethu iruku Garvam venuma adhuvum irukku VERA LEVEL MEMES,not-misogyny,not-misogyny,not-misogyny
925,என்ன மதிச்சாதான் யாரையும் மதிபேன் 😈😈...அது மத்தவனா இருந்தாலும் சரி..என்ன பெத்தவனா இருந்தாலும் சரி 😲😲 That guy *dad இண்டர்நெட் கோமாளி வேலைக்கே போகாம இருக்க உனக்கு டெய்லி மூச்சு முட்ட சோத்த போட்டதுக்கு எங்களுக்கும் இது வேணும்,not-misogyny,not-misogyny,not-misogyny
1176,2/2 irukku_inga_fun_irukku | PHOTOGRID Ungala Leggings Poda venamnu solala Short Tops potutu poda venam nu dha solrom nallavae ila asigama irukum Wear panunga ana Long tops potu wear panunga.. 😎😎,misogyny,not-misogyny,not-misogyny
365,Parithabam *Non IT Background *Low CGPA Ungaluku Ellam Epadi Da High Paying IT Jobs Kedachidhu Ellam Bio La Iruka Free Counselling Attend Panni Dhan Saab,not-misogyny,not-misogyny,not-misogyny
690,Me : Dei ennada hotstar account work aagala recharge pannalaya Me after came to know hotstar is down : Sorry da avasara pattu unna thititen VERA LEVEL MEMES _vishal_sammy_ தமிழ்,not-misogyny,not-misogyny,not-misogyny
15,Me argue to my parents with valid points _vishal_sammy_ மூன்று நிமிட மாஸ் டயலாக் ஆசைப்பட்டு வாழ்க்கையை இழக்க தயாராகிவிட்டார்,not-misogyny,not-misogyny,not-misogyny
1124,*class girls Na unna thavira vera endha pasanga kudayum pesaradhu ila @MR_TAMIL_PASANGA,not-misogyny,not-misogyny,not-misogyny
1489,"""காதல் வந்தால் சொல்லி அனுப்பு உயிரோடு இருந்தால் வருகிறேன்..."" ""என்னை பாக்காம இருந்தாலே... நீ உயிரோட இருப்ப..."" IVP memes s://www.facebook.com/ivptele.iv Fake ID",misogyny,not-misogyny,not-misogyny
840,"Madan Gowri @madan3 1d Take care of people with you, god will take care of you. 99 666 7,613 கடவுள் (Kadavul) @God_Official_ Replying to @madan3 ம்ம்ம்..... நம்பிகிட்டே இரு. (Mmm... Keep believing.) Translate Tweet Twitter for Android *MG na mc Tamil Memes",not-misogyny,not-misogyny,not-misogyny
1062,மனைவி : பக்கத்து வீட்டு அக்கா கூப்பிட அங்க போயிட்டு பத்து நிமிடத்துல வந்திடுறேங்க...... கணவன் : பத்து நிமிடத்துல வந்துருவியா....... மனைவி : வந்திருவேங்க அடுப்புல வெச்சிருக்கிறதை அரைமணி நேரத்துக்கு ஒரு முறை கிண்டி விடுங்க.......,misogyny,misogyny,not-misogyny
1693,without 'HER'.. even 'HERO' is '0' Happy Women's Day 'O' epdi O agum,not-misogyny,not-misogyny,not-misogyny
1740,IVP memes www.facebook.com/ivptele.jv ஊரில் இருந்து வந்த மாமியார் காலையில இருந்து அடுப்படியில் நின்னு சமைச்சிருக்க... குழம்பு பேர் என்னென்னு கேட்டா? தெரியலைன்னு சொல்ற... மருமகள் மாமனார் நான் எங்க சமைச்சேன்... உங்க பையன்தான் குழம்பு வாங்கிட்டு வந்து நீ சமைச்சதா சொல்லுன்னு சொன்னாரு...,not-misogyny,misogyny,misogyny
955,:Yaaru Yar kitta out Aninga..? Praga Mc MUMBAI INDIANS ROYAL CHALLENGERS CHENNAI SUPER KINGS MrMemeskaaran,not-misogyny,not-misogyny,not-misogyny
1375,Leave time la list potu oora sutharavana vida room potu ku thi la kuthuravana than ponnungaluku pudikum,misogyny,misogyny,misogyny
312,Anurag K... AK @anuragk... Feb 19 #Bakasuran Hearing good word of mouth for this movie in South...Congrats my friend @natty_nataraj & Dir @selvaraghavan RUNNING SUCC[I] FULLY IN THEATRES RUNNING SUCCESSFULLY IN THEATRES Protect Whats மது அருந்துதல் உடல்நலத்திற்கு தீங்கானது Namma Padam Pesanum,not-misogyny,not-misogyny,not-misogyny
98,"muthu mc @muthu_kutti Office colleague : enna macha kannu la vengi iruku night full ah thungalaya Ella intha devdia paiyanalatha #muthumc GOLDMINES PVR CINEMAS INOX LIVE THE MOVIE VERA LEVEL MEMES (Tamil: ""என்ன மச்சான் கண்ணுல வெங்கி இருக்கு நைட் ஃபுல்லா தூங்கலையா"" - ""What's up buddy, your eyes are red/swollen, didn't you sleep all night?"" and ""எல்லா இந்த தேவிடியா பையனாலத்தா"" - ""It's all because of these 'devdia paiyan' (a derogatory term, roughly meaning 'son of a prostitute' or 'bastards' in context)."")",not-misogyny,not-misogyny,not-misogyny
437,Recent times la Semma crime thriller movie,not-misogyny,not-misogyny,not-misogyny
1089,விண்ணில் இருக்க வேண்டிய தேவதையே... இப்பூவுலகில் என்ன செய்து கொண்டிருக்கிறாய் ????? ❤️ கிரைண்டர்ல மாவு அரைச்சிட்டிருக்கேன்... என்ன விஷயம் ???,not-misogyny,not-misogyny,not-misogyny
1332,Dei avaru kadhava thatraru vidu Tamil. Trool Aunty 2mins mudinjirum Aunty ulaye vidava ila facela vidava @tamil.troll_ Dei loose engayadhu vidra,misogyny,misogyny,misogyny
1315,yaaru ivan function la aadadura saakula anga inga nu thadavi back la thekuraan pathini sari konja neram company kudupom aprm evan na paatha pathini mari kathuvom,misogyny,misogyny,misogyny
194,Muthu Kutti Just now Sis : inaiku night enna ma dinner Mom : dhosai um palaya soorum Sis: palaya sooru yaaruku? naaika poonai ka Mom : anga moonavatha oruthan irupanae Thanda soru me coming from my room : #muthumc F MUTHU MC VERA LEVEL MEMES,not-misogyny,not-misogyny,not-misogyny
1094,"Dailythanthi Suggested for 2d ‘ஹிஜாப் அணிந்திருக்கும்போது நான் நானாக இல்லை’ - சாரா சேஸ் வீராங்கனை #SaraKhadem #HijabProtest Dailythanthi பொண்ணுங்களுக்கு தீட்டா..’எந்த கடவுள் சொல்லுச்சு..’ ஐஸ்வர்யா ராஜேஷ் அதிரடி கேள்வி… See more ஷௌபீல் உன்ளைப் போன்ற மானங்கெட்ட வளின் பேசத் தான் ஹிஜாப் எதிர்ப்பு இந்த அரை வேக்காட்டை என்னை வந்து கும்பிடுன்னு எந்த கடவுள் சொல்லுச்சி… 2h Like Reply 8 12h Like Reply 4 Mamed ஹிஜாப் என்பது சிலர் நினைப்பதுபோல் நேர்மையான பெண் ஒழுக்கமான பெண் என்பதை மட்டும் காட்டுவதற்காக அல்ல ஆண்களின் தப்பான பார்வையிலிருந்தும் கற்பனையிலிருந்தும் ஆண்களையும் தடுத்து, ஹிஜாப் அணிந்த பெண்ணையும் பாதுகாத்து, குழப்பமில்லாத அச்சமற்ற அமைதியான சமூகத்தை உனக்கு இப்பதான் தோனுதாடி 2h Like Reply 2 M Andhamaadhari naatkalil pengal padum avasthai solli theriya vendiyadhillai. Moodikittu irukkalaam. 49m Like Reply K நீ உன் தலையெழுத்து முடிவுக்கு கொண்டு வர நல்ல விஷயம் தான் விரைவில் என் ஐயப்பன் உனக்கு பாடம் புகுவார் சாமி சரணம்",misogyny,misogyny,misogyny
196,"Call panni edukalana thirumba call pannama msg panni enna da call panirundha nu ketutu ""I miss you guys"" nu status poda kudathu VERA LEVEL MEMES",not-misogyny,not-misogyny,not-misogyny
737,உலகநாயகன் கமல்ஹாசன் 60 02. 17 mt @CINE_CENTRAL_24X7 CODE WORD ACCEPTED ✅ 💥,not-misogyny,not-misogyny,not-misogyny
1599,Tea-ல ஊறின பன்னும்.. Arun Anbu Facebook-ல கரெக்ட் பண்ணுன பொண்ணும் ரொம்ப நேரத்துக்கு நிலைச்சிருக்காது.. timeline Photos Share Send Like,not-misogyny,not-misogyny,not-misogyny
1522,"""ஆடி மாசம் உன்னை கூட்டிக்கிட்டு வந்து... இந்த நாளு நாள்ள ... எட்டு தடவை ஆன்லைன்ல food ஆர்டர் பண்ணி இருக்க"" Dad mom Daughter ""இவள வெச்சி வாழுற அந்த மனுஷன்... அதான் நம்ம மாப்ள தெய்வம்மா..."" IVP memes",misogyny,misogyny,not-misogyny
1468,"That Publicuty Paithiyam *Me நீ இப்போ எக்ஸாம் எழுதுறதுக்கும், மாலையை கூட கலட்டாம ஃபோட்டோ எடுக்குறதுக்கும் என்ன சம்பந்தம்!?",misogyny,not-misogyny,not-misogyny
724,பொங்கலுக்கு கொஞ்சம் பாத்து இருங்க டோலி ~ ஏன்??? ~ வெல்லம்னு நினச்சி எறும்பு கடித்துவிட போது 😂 ATHUEPDIMEMES எப்படி ஆசை வார்த்தை கூறி மயக்கினேன் பாத்தாயா,not-misogyny,not-misogyny,not-misogyny
117,Ava unna oru aala kuda madhikkala nu therinjum ava kitaye poriye mt VERA LEVEL MEMES,not-misogyny,not-misogyny,not-misogyny
961,In College First Day Specs Guys Frd:Dai Ivan Specs Potrukan Kandipa Topper ah Irupan Naney Kannu Therilanu Specs Potu Suthitu Iruken Ithula Ivanunga Vera Macky_memes tamil_funny_memes IG:@tamil_funny_memes3 mt mt,not-misogyny,not-misogyny,not-misogyny
302,Mc Muriel Just now : nee mattum illana pala edathula asingapattu mental peace ah tholachiruppen da #mc_muriel Phone,not-misogyny,not-misogyny,not-misogyny
