image_id,transcriptions,original_labels,indian_labels,irish_labels
1643,走一步算一步 STOP 实在不行死半路,not-misogyny,not-misogyny,not-misogyny
1587,贪吃蛇,not-misogyny,not-misogyny,not-misogyny
1166,如果鲁宾逊漂流到中国他就有两个星期五了,not-misogyny,not-misogyny,not-misogyny
945,大不了去死,not-misogyny,not-misogyny,not-misogyny
506,福,not-misogyny,not-misogyny,not-misogyny
274,家里有孩子才热闹 咱俩现在吵一架不就热闹了,misogyny,misogyny,misogyny
918,CNM 你个SB NMB 素质三连,misogyny,misogyny,misogyny
1122,你的小花招 成功引起了我的注意,not-misogyny,not-misogyny,not-misogyny
363,今天未读洋鬼子文献 请祖国放心,not-misogyny,not-misogyny,not-misogyny
1374,科二都能挂了，怕生个孩子也能挂了 挂科的微笑 我混油皮，不适合生孩子,misogyny,not-misogyny,misogyny
623,好棒！ 准时上班,not-misogyny,not-misogyny,not-misogyny
3,怎么还不生孩子？ 你还没投胎,misogyny,not-misogyny,misogyny
7,只因为我是姐姐 我就要学会“牺牲” 但其实我也想有自己的人生 我今天很忙，没空辅导弟弟了 连弟弟都不肯帮，你可真冷血,misogyny,misogyny,misogyny
312,滚你妈逼,misogyny,not-misogyny,not-misogyny
1252,有事直说 反正我也帮不了你,not-misogyny,not-misogyny,not-misogyny
839,些微有点晕字,not-misogyny,not-misogyny,not-misogyny
666,很内向 在工位都不敢学习,not-misogyny,not-misogyny,not-misogyny
365,这是蟠桃 这是黄桃 这是丫头你别想桃,not-misogyny,not-misogyny,misogyny
1676,我去你妈逼,misogyny,misogyny,misogyny
216,过年好 过年好,not-misogyny,not-misogyny,not-misogyny
868,请雇我打工,not-misogyny,not-misogyny,not-misogyny
28,把不学习的都抓起来！——上岸村委会宣,not-misogyny,not-misogyny,not-misogyny
1221,蛇来运转,not-misogyny,not-misogyny,not-misogyny
526,等老娘练好就去干你,not-misogyny,not-misogyny,not-misogyny
1556,无所谓 晚上我会啃床,not-misogyny,not-misogyny,not-misogyny
858,一无所有不好吗,not-misogyny,not-misogyny,not-misogyny
639,"操你媽逼（-30%） 操你妈逼 購買操你媽逼（-30%）组合包 -30%-55% 加入購物車 NTS1,513",misogyny,misogyny,misogyny
1051,爸妈又来催婚了 但我已经不烦了,misogyny,misogyny,misogyny
719,工作do了吗？ 你啰嗦了,not-misogyny,not-misogyny,not-misogyny
692,这我学过？,not-misogyny,not-misogyny,not-misogyny
1335,我有密集恐惧症 不能接近心眼子太多的人,not-misogyny,not-misogyny,misogyny
625,小狗给你力量 得到小狗力量的人都会 考试顺利 一飞冲天,not-misogyny,not-misogyny,not-misogyny
8,坚持住 忙完这阵子 就可以忙下一阵子了,not-misogyny,not-misogyny,not-misogyny
257,我有力量度过任何难关,not-misogyny,not-misogyny,not-misogyny
804,头发长见识短，当初怎么就让你进门了呢 我见识短，您眼光高，这不才让我有机会进门么,misogyny,not-misogyny,not-misogyny
26,为什么不生孩子？ 我有案底 峡谷里杀过太多人 生不了,misogyny,not-misogyny,not-misogyny
337,真油你的,not-misogyny,not-misogyny,not-misogyny
573,咩事?,not-misogyny,not-misogyny,not-misogyny
48,周五周五 眉飞色舞,not-misogyny,not-misogyny,not-misogyny
1413,不生二胎 不旺夫 不伺候老公 不孝敬公婆,misogyny,not-misogyny,misogyny
107,如果我晚婚有罪 请让法律制裁我 别当着我的面说我眼光高 背后又说我嫁不出去,misogyny,not-misogyny,misogyny
350,精神涣散,not-misogyny,not-misogyny,not-misogyny
56,成功女人第二步 只谈钱不谈感情,not-misogyny,not-misogyny,misogyny
239,你参加婚礼看着别人结婚没啥想法啊？ 有啊，什么时候上菜,misogyny,not-misogyny,not-misogyny
214,你不行 谁行？,not-misogyny,not-misogyny,not-misogyny
121,我真厉害,not-misogyny,not-misogyny,not-misogyny
1572,朋友：我都生了 你赶紧生 我： 我宫寒生不了呢,misogyny,misogyny,misogyny
1318,谢谢你 一路陪我到这里,not-misogyny,not-misogyny,not-misogyny
794,说我不合群 你没有迎合他不随大流,not-misogyny,not-misogyny,not-misogyny
73,按下骂人开关,not-misogyny,not-misogyny,not-misogyny
813,摇钱树怎么种 shake money tree,not-misogyny,not-misogyny,not-misogyny
1469,天天打工天天愁 天天加班像只猴,not-misogyny,misogyny,not-misogyny
1608,鼠了,not-misogyny,not-misogyny,not-misogyny
915,好笑吗,not-misogyny,not-misogyny,not-misogyny
46,老板说团建都有一劫 神仙公司团建：仪式感 牛马公司团建：无感 ...这对吗？可为什么人家公司 团建是音乐节,not-misogyny,not-misogyny,not-misogyny
1426,你超蒂,not-misogyny,not-misogyny,not-misogyny
524,两手空空心事重重,not-misogyny,not-misogyny,not-misogyny
233,宫寒，还在在里面会冻坏 拿捏 不是不生，是调生，调到下辈子生,misogyny,not-misogyny,misogyny
1579,生死难料 先睡一觉,not-misogyny,not-misogyny,not-misogyny
1248,别跟我说话 我有洁癖,not-misogyny,misogyny,misogyny
1284,CNM比心情,misogyny,misogyny,misogyny
1424,你明白，我宠你嘛 NMB WCNM,misogyny,misogyny,misogyny
534,怎么肥柿,not-misogyny,not-misogyny,not-misogyny
1138,我是色盲 看不懂别人脸色,not-misogyny,not-misogyny,not-misogyny
1285,我这生活清汤寡水的 嘴巴毒一点怎么了,not-misogyny,not-misogyny,misogyny
604,没人要的老女人,misogyny,misogyny,misogyny
466,孩子带的好功劳不是你的 把孩子带好是你应该的,misogyny,misogyny,misogyny
1275,对我有欲望也是人之常情,not-misogyny,not-misogyny,not-misogyny
789,我的精神状态 finalweek 我,not-misogyny,not-misogyny,not-misogyny
1442,在做了在做了！！！,not-misogyny,not-misogyny,not-misogyny
1270,据我所知 我一无所知啊,not-misogyny,misogyny,not-misogyny
1112,明天开始减，先把这碗吃了,not-misogyny,not-misogyny,not-misogyny
61,只因为我是姐姐 我就要“乖巧” 但为什么邻居家的哥哥不需要做家务呢？ 作为长女，你今天帮忙做饭，洗碗，帮弟弟泡奶粉,misogyny,misogyny,misogyny
1080,过年的语言艺术催生二胎篇 今年由由上幼儿园了 就赶紧再生一个吧 不是房贷就是车贷没有时间研究下一代,misogyny,not-misogyny,misogyny
93,今日人设 脾气不太好的那女的,not-misogyny,misogyny,misogyny
667,怎么还不生我了？ 我是i人，不想生不认识的人,misogyny,not-misogyny,misogyny
894,你猫杯nmb,misogyny,misogyny,misogyny
1678,加班是一种 高级的趣味,not-misogyny,not-misogyny,not-misogyny
195,哈哈他妈了b的,misogyny,misogyny,misogyny
281,活着又好像死了,not-misogyny,not-misogyny,not-misogyny
696,生小孩 什么时候生小孩 早生对身体好 还不生孩子,misogyny,misogyny,misogyny
360,给朋友的备注： 卖粪的 (myfriend),not-misogyny,not-misogyny,not-misogyny
520,感觉好累 有种不吃不喝 赶了七天工结果 成果是别人的无力感,not-misogyny,not-misogyny,not-misogyny
1246,摸了摸自己 发现硬硬的 原来是死了,not-misogyny,not-misogyny,not-misogyny
1334,知识的芬芳与温柔的力量 我都拥有,not-misogyny,not-misogyny,not-misogyny
848,爸妈：你老了生病了 身边一个人都没有咋办？ 我：小病就治，大病等死,misogyny,not-misogyny,misogyny
183,如果晚上不准吃东西 那为什么冰箱里有灯,not-misogyny,not-misogyny,not-misogyny
1161,他们说： 你头发这么短 没有女人味,misogyny,misogyny,misogyny
1171,不开任何玩笑 我现在真的觉得我已经精疲力尽了,not-misogyny,misogyny,not-misogyny
111,哈哈,not-misogyny,not-misogyny,not-misogyny
1150,你 就你！逢考必过,not-misogyny,not-misogyny,not-misogyny
1047,你不生孩子 死了谁记得你呀 你太奶奶叫什么你记得吗,misogyny,misogyny,misogyny
43,鸭头 眼神是不会骗人的,not-misogyny,not-misogyny,not-misogyny
747,苦涩 ...挺好,not-misogyny,not-misogyny,not-misogyny
126,聪明不绝顶,not-misogyny,misogyny,not-misogyny
205,祝妳永远是自己,not-misogyny,not-misogyny,not-misogyny
1206,不论发生什么 都坚定站在自己这边,not-misogyny,not-misogyny,not-misogyny
53,我真的感觉 我已经 筋疲 力尽 了,not-misogyny,misogyny,not-misogyny
1272,二胎政策开放以来 周围都是这样的声音 趁我们还能帮你带，赶紧多生一个 趁年轻多生一个，老了就生不了 人生要有一儿一女才是圆满的,misogyny,misogyny,misogyny
546,交给我就放心吧 包搞砸的,not-misogyny,misogyny,not-misogyny
69,为了催生， 长辈们经常挂在嘴边的儿句话： 生孩子有什么好怕的， 哪个女人不是这样过来的” 不生孩子的女人是不完整的” 生完了你就喜欢孩子了” 看不见的女性困境,misogyny,not-misogyny,misogyny
1199,快去给我生孩子,misogyny,misogyny,misogyny
508,让我今晚拥有 婴儿般的睡眠 老天保佑,not-misogyny,not-misogyny,misogyny
1319,你现在不结婚 老了怎么办 把你挖起来陪我,misogyny,not-misogyny,misogyny
330,没出息没关系 有气息就好了,not-misogyny,not-misogyny,not-misogyny
1429,我办事你就闹心吧,not-misogyny,not-misogyny,not-misogyny
184,为什么不带上人家 你们在干嘛啊,not-misogyny,not-misogyny,not-misogyny
138,你这孩子，咋还不结婚呢？ 快点找个好人家！,misogyny,misogyny,misogyny
900,我的爱 收好,not-misogyny,not-misogyny,not-misogyny
797,在学了 在学了,not-misogyny,not-misogyny,not-misogyny
133,I Love 油,not-misogyny,not-misogyny,not-misogyny
81,姐姐妹妹们，留在牌桌上。@东亚女孩野生实验,not-misogyny,misogyny,not-misogyny
1371,我又饿了 减肥真是太难了,not-misogyny,not-misogyny,misogyny
106,IELTS 19 Academic Authentic PracticeTests With Audio With Answers CAMBRIDGE,not-misogyny,not-misogyny,not-misogyny
1314,有空咱们一起去吃鱼吧 看你挺会挑刺,not-misogyny,not-misogyny,not-misogyny
542,人有悲欢离合 牛马点缀生活,not-misogyny,not-misogyny,not-misogyny
940,逢考必过 你 就你！,not-misogyny,not-misogyny,not-misogyny
481,偷偷学 卷死所有人,not-misogyny,not-misogyny,not-misogyny
166,周六上班 刻骨心酸 我岂止是没气血了 我简直是快没气了,not-misogyny,not-misogyny,not-misogyny
249,家和万事兴,misogyny,not-misogyny,not-misogyny
308,八方来柴 柴圆滚滚,not-misogyny,not-misogyny,not-misogyny
447,我已經不是當年的窮小子了 現在的我是今年的窮小子,not-misogyny,not-misogyny,not-misogyny
951,找工作投简历 像是奴隶给自己找个奴隶主,not-misogyny,not-misogyny,not-misogyny
859,我不会再相信爱情 但是我会,not-misogyny,not-misogyny,not-misogyny
335,整个人状态非常好,not-misogyny,not-misogyny,not-misogyny
1037,我养你啊 笨,not-misogyny,not-misogyny,not-misogyny
850,别熬夜了 实在睡不着熬锅粥拉早市去卖吧,not-misogyny,not-misogyny,not-misogyny
98,已读 不值得回,not-misogyny,not-misogyny,not-misogyny
1349,出现了、比我钱包 更干净的東西： 我的简历,not-misogyny,not-misogyny,not-misogyny
1677,好棒！ 会开电脑,not-misogyny,not-misogyny,not-misogyny
738,老子最烦女人了,misogyny,misogyny,misogyny
1074,放心肯定来不及,not-misogyny,not-misogyny,not-misogyny
1240,hello kitty 看了都想把你摁在地上打 并决定建议你先死一死 公主发出银铃般的笑声 我草 贱死了,misogyny,not-misogyny,misogyny
422,其他人：你以后不生孩子 等你老了谁照顾你？ 我：,misogyny,not-misogyny,misogyny
103,人善变人妻,misogyny,not-misogyny,misogyny
435,为什么不结婚？ 我怕我自己出轨,misogyny,misogyny,misogyny
75,我问姐妹为什么不生孩子 一个说宫寒 怕冻着孩子,misogyny,misogyny,misogyny
1522,窒息,not-misogyny,misogyny,not-misogyny
910,我很好,not-misogyny,not-misogyny,not-misogyny
1035,你不结婚，我晚上都睡不着觉 睡不着不妨找个夜班上上？,misogyny,not-misogyny,misogyny
229,有惊无险 又到五点 I miss home in company 我的打工mbti是 HOME,not-misogyny,not-misogyny,not-misogyny
1543,这年头 真是什么人都有,not-misogyny,not-misogyny,not-misogyny
919,温暖的太陽、 舒爽的和風 啊啊~ 活著真是一件 美好的事情 。,not-misogyny,not-misogyny,not-misogyny
303,放假啦！放假啦！放假啦！放假啦！放假啦！放假啦！hhhhhhhhhh,not-misogyny,not-misogyny,not-misogyny
1699,重男轻女的家庭,misogyny,misogyny,misogyny
1425,我的脑子它 刚刚离家出走了 芜湖,not-misogyny,not-misogyny,not-misogyny
1382,两眼一睁 干到熄灯,not-misogyny,not-misogyny,not-misogyny
825,你的戏可以像 你的钱一样少吗 你还想怎么样 我还没怪你呢,not-misogyny,not-misogyny,not-misogyny
763,人有悲欢离合 牛马点缀生活 生活,not-misogyny,not-misogyny,not-misogyny
734,要素颜哦～邪魅一笑 拍个照给姐看看,not-misogyny,not-misogyny,not-misogyny
389,这是药丸 这是牛肉丸 这是对你爱爱爱不完,not-misogyny,not-misogyny,not-misogyny
236,妈妈说：你不结婚 我晚上都睡不着觉,misogyny,not-misogyny,misogyny
1406,在吗 人呢？ 你的宝宝回来了,not-misogyny,not-misogyny,misogyny
1555,为什么不生二胎 喜欢奇数,misogyny,misogyny,misogyny
268,这么爱熬夜 上辈子会不会是路灯,not-misogyny,not-misogyny,not-misogyny
306,刻薄的小女孩来啦！ 就是我！,not-misogyny,not-misogyny,not-misogyny
1133,是我不对 又把你当人看了,not-misogyny,misogyny,not-misogyny
1007,要开心呀姐妹 财神不渡怨妇,not-misogyny,misogyny,not-misogyny
118,还愿意工作已经很厉害了,not-misogyny,misogyny,misogyny
1441,我操你妈逼，傻逼，狗 逼，贱逼，逗逼,misogyny,misogyny,misogyny
674,人心换人心 换不了的话我换人,not-misogyny,misogyny,not-misogyny
250,顾的 顾的 歪瑞顾的,not-misogyny,not-misogyny,not-misogyny
1234,你不结婚 那谁吃苦啊,misogyny,misogyny,misogyny
1218,这场手术需要病人在无意识的状态下进行 好吧,not-misogyny,not-misogyny,not-misogyny
72,世事在变，我说，天下不再是男孩和男人的了。 The world is no longer Boys and men's too.,not-misogyny,misogyny,not-misogyny
95,骄傲！,not-misogyny,not-misogyny,not-misogyny
1089,买完同款买同款 家里可以开展览,not-misogyny,not-misogyny,not-misogyny
34,家庭绑架 表现： “你怎么还不生孩子啊” “就应该男主外，女主内” “你不需要工作，我可以养你”,misogyny,misogyny,misogyny
800,怎么不带男朋友回家？ 他有家 咪咪TV,not-misogyny,misogyny,not-misogyny
1243,以后有钱了，三金会补给你的 涂妊娠油有什么用，我们当时不是照样过来了，瞎用东西再伤到我大孙子,misogyny,not-misogyny,misogyny
1423,当国庆节跟女友出去旅游时 等会就要检票 出去玩喽,not-misogyny,not-misogyny,not-misogyny
449,是你吧,not-misogyny,not-misogyny,not-misogyny
446,周一美式 一周没事,not-misogyny,not-misogyny,not-misogyny
772,SB 请跟我读,misogyny,not-misogyny,not-misogyny
717,五彩斑切涮身上挂 晚上加班不害怕,not-misogyny,not-misogyny,not-misogyny
1081,得意 俺真厉害,not-misogyny,not-misogyny,not-misogyny
1293,蛇年大吉,not-misogyny,not-misogyny,not-misogyny
1,朋友 你的公司好眼熟 有点像我的 神仙公司十周年庆： 请霞虹花园乐队演出助兴 几素 牛马公司十周年庆： 饮水机畅饮 能给我交个社保看看吗,not-misogyny,not-misogyny,not-misogyny
1394,女性一生要承受的语言暴力 22岁：身材这么烂还敢秀出来，脸皮真厚。 23岁：你长得这么普通，又没什么经验能干什么工作？ 24岁：活该，穿那么暴露不就死活想被摸吗！ 27岁：年纪轻轻就做了高层，肯定被潜规则啦！ 28岁：快30岁了还不嫁人，我在你这个年纪都是两个孩子的妈了！ 30岁：这把年龄还没嫁出去，不会是老处女吧！ 31岁：女人不生小孩，人生都不是完整的！,misogyny,misogyny,misogyny
1169,你们这些年轻人 为什么都不愿意生孩子,misogyny,not-misogyny,misogyny
78,财源滚滚 爷 我想你了....,not-misogyny,not-misogyny,not-misogyny
85,老婆大人 为夫来了,not-misogyny,not-misogyny,not-misogyny
145,/,misogyny,misogyny,not-misogyny
83,我CNM 鸭,misogyny,misogyny,misogyny
458,用甄煨传的语气 表达 我在找工作,not-misogyny,not-misogyny,not-misogyny
1101,劝 婚姻不幸福的人 又来劝我早点成家了,misogyny,not-misogyny,not-misogyny
677,你的伟大在于 成为自己,not-misogyny,misogyny,not-misogyny
1635,人生开挂,not-misogyny,not-misogyny,not-misogyny
1233,女人就知道拜金,misogyny,misogyny,misogyny
1356,快乐时不必分心想起我 难过时请一定记得联系我,not-misogyny,not-misogyny,not-misogyny
437,那这些都是他的问题吗 有病的是他 让他明天 早点来找我,not-misogyny,misogyny,not-misogyny
771,我听见快乐在召唤！！,not-misogyny,not-misogyny,not-misogyny
870,没事哒，没事哒 没~事~哒！,not-misogyny,not-misogyny,not-misogyny
645,停止内耗！你是最棒的！ 先喝口淳茶舍冷萃茶RELAX一下 低温慢 沏 自然回甘 打工够苦了 冷萃茶不苦！我的打工mbt是：RELAX,not-misogyny,not-misogyny,not-misogyny
863,强,not-misogyny,not-misogyny,not-misogyny
1041,要早生小孩 生孩子！ 还不生小孩吗？ 早生早好 生二胎 快生小孩,misogyny,not-misogyny,misogyny
977,去你吗的,misogyny,misogyny,misogyny
1095,你现在不结婚 老了怎么办 按当地习俗办,misogyny,not-misogyny,misogyny
1348,小杂种 叫你妈逼,misogyny,misogyny,misogyny
1266,愿秋风 知我意 赐我十亿人民币,not-misogyny,not-misogyny,not-misogyny
1008,不结婚不对 结婚不生孩子不对 光生男孩不对 光生女孩不对 ENEN 听我说,misogyny,not-misogyny,misogyny
405,一个小孩太孤单了，再生一个有伴儿 我看他挺享受的,misogyny,not-misogyny,misogyny
1473,No2 女性太感性，不适合当领导？,misogyny,not-misogyny,misogyny
1108,一眨眼就到周一了 早知道不眨眼了,not-misogyny,not-misogyny,not-misogyny
1347,我不结 你们结 我没有爱的男人,misogyny,not-misogyny,misogyny
105,哎呦！ 你妈逼的！ 还敢还嘴！,misogyny,misogyny,misogyny
610,纯牛马,not-misogyny,not-misogyny,not-misogyny
1050,我只是个小孩子 别要求这么多嘛,not-misogyny,not-misogyny,not-misogyny
1135,周一好 不好也周一了,not-misogyny,not-misogyny,not-misogyny
689,找个有钱的老公 瘦才好看 白幼瘦 相夫教子 女人就是要会做饭 早点生孩子小南瓜大无脑 勤俭持家 染头发纹身一看就不是好女孩 女子无才便是德 理科不行 女的读这么多书有什么用 男阿姨 感性思维 穿这么性感不就是给我们看的吗 剩女 红颜祸水 月经 女孩子就要矜持 过了三十没人要 贤惠 条件差不多就行了 撒娇女人最好命 传宗接代 好嫁风,misogyny,misogyny,misogyny
1113,过年好！,not-misogyny,not-misogyny,not-misogyny
827,我错了 下次还敢,not-misogyny,not-misogyny,not-misogyny
63,父母 弟 田 扶弟,misogyny,not-misogyny,not-misogyny
853,我不是无路可走 我还有 死路一条,not-misogyny,not-misogyny,not-misogyny
1290,不开心,not-misogyny,not-misogyny,not-misogyny
224,不下牌桌,not-misogyny,not-misogyny,not-misogyny
146,老子最烦女人了,misogyny,misogyny,misogyny
374,成功女人第一步 已读不回,not-misogyny,misogyny,misogyny
1465,分来 分从四面八方来 分分分分,not-misogyny,not-misogyny,not-misogyny
1551,今天加班 虽然你上班早 但是你下班晚啊 LABOR DAY,not-misogyny,not-misogyny,not-misogyny
1271,到什么年龄做什么事，该结婚了就要结婚 到了死的年龄 就一定要去死吗？,misogyny,not-misogyny,not-misogyny
1365,小狗躺了下去,not-misogyny,not-misogyny,not-misogyny
1086,好棒！ 没有旷工,not-misogyny,not-misogyny,not-misogyny
10,真好笑 操你妈的,misogyny,misogyny,misogyny
450,哥哥这么久不理人家 一定很忙吧 我理解哥哥的,not-misogyny,not-misogyny,not-misogyny
709,教授： 最近essay有什么问题吗？ W 字数：0 没有问题,not-misogyny,not-misogyny,not-misogyny
256,可能是我太敏感 为难你了 总在意一些小事,not-misogyny,not-misogyny,not-misogyny
883,没事就多闻花香 比如 五花肉的香 *嗅嗅嗅,not-misogyny,not-misogyny,not-misogyny
390,就是想要贴贴嘛,not-misogyny,not-misogyny,not-misogyny
909,这是烤冷面 这是刀削面 这是你在我的心里面,not-misogyny,not-misogyny,not-misogyny
925,交论文咯～,not-misogyny,not-misogyny,not-misogyny
1454,小狗帮你测过了 菩萨会保佑你 你接下来的考试都会考神附体,not-misogyny,not-misogyny,not-misogyny
1056,对工作选择的刻板期待 你可曾听过 对育儿和家庭角色的习惯性分配 孩子需要妈妈的陪伴，你尽量别加班了 女人带孩子最有耐心，爸爸没这个天赋 妈妈牺牲一点也值得 既然选择当了妈妈，就要以家庭为重 女生还是选个安稳点的工作，将来更好兼顾家庭 技术类岗位太辛苦，女生不太适合 工作别太拼了，女生到了一定年龄就该考虑家庭了 你工作这么拼，未来家庭和事业能平衡吗？ 看见不平等,misogyny,misogyny,misogyny
461,白天吃兴奋剂都兴奋不起来 晚上吃安眠药都安眠不了,not-misogyny,not-misogyny,not-misogyny
1085,只要明天要早起 晚上就进入失眠模式,not-misogyny,misogyny,not-misogyny
959,再也不会生产阳光了,not-misogyny,not-misogyny,not-misogyny
502,打起精神,not-misogyny,not-misogyny,not-misogyny
740,我的头好痛 可能是知识渊博 要溢出来了,not-misogyny,misogyny,not-misogyny
1569,请雇我工作,not-misogyny,not-misogyny,not-misogyny
869,你说天天放假多好,not-misogyny,not-misogyny,not-misogyny
732,千万别接！！ 接了一定生男孩！！,misogyny,not-misogyny,not-misogyny
540,你不结婚我晚上都睡不着觉 刚好找个夜班上,misogyny,not-misogyny,misogyny
698,我的饮食原则 想吃什么就吃什么，至于后果 以后的事情以后再说,not-misogyny,not-misogyny,not-misogyny
1416,赶紧生个龙宝宝 已经生了猫宝宝。,misogyny,not-misogyny,misogyny
1170,在笨蛋也超级没关系 快乐的秘密！,not-misogyny,not-misogyny,not-misogyny
1032,我这个年纪 怎么会睡不着觉？,not-misogyny,not-misogyny,not-misogyny
373,儿子 女儿,misogyny,not-misogyny,misogyny
668,吃柠檬吧cnmb,misogyny,misogyny,misogyny
1300,有人说我脾气坏 好猴是另外的价钱,not-misogyny,not-misogyny,misogyny
358,被物化 表现：你有素颜照吗？ 你三围是多少 你身高有165吗,misogyny,not-misogyny,misogyny
968,窝操尼麻,misogyny,not-misogyny,not-misogyny
784,交给我你就操心吧 目光坚定 任务表,not-misogyny,not-misogyny,not-misogyny
736,枪枪复枪枪 枪枪何其多,not-misogyny,not-misogyny,not-misogyny
1036,只因为我是姐姐 我就被人“嫌弃” 不然为什么大家都叫妈妈快点追生男二胎呢？ 大家是不喜欢我吗 **家生了一个儿子 趁年轻快生二胎 我有一个求子秘方,misogyny,misogyny,misogyny
971,无爱即是神 No love is God,not-misogyny,not-misogyny,not-misogyny
1299,陛下何错之有？,not-misogyny,not-misogyny,not-misogyny
1264,呦吼,not-misogyny,not-misogyny,not-misogyny
1652,女性一生要承受的语言暴力 32岁： 生了小孩就该在家好好带娃，别想着出去工 作！ 33岁： 还有二胎的打算吗？我们觉得你生娃后空窗 期的这几年，与社会脱轨，无法达到我们公司的招人标准。 35岁： 男人在外赚钱，家务就该你们女人来做！ 46岁： 说够了没有，你现在跟个泼妇一样！ 48岁： 离过婚的女人都是二手货！ 55岁： 有完没完啊，我长大了不用你说，难怪你更年期！,misogyny,misogyny,misogyny
1444,老師您的心腹來啦,not-misogyny,not-misogyny,not-misogyny
1464,容貌焦虑 眼睛再大一点 A4腰 九头身 再瘦一点 高颅顶 脸再小一点 头包脸 巴掌脸 大眼睛 高鼻梁 腰再细一点 直角肩 天鹅颈 白幼瘦,misogyny,not-misogyny,misogyny
886,您都50了 怎么还没生二胎啊？,misogyny,misogyny,misogyny
80,姐今天下午生了一个儿子 姐非常开心，激动,misogyny,not-misogyny,not-misogyny
815,真的很喜欢周五 有种刑满释放的感觉,not-misogyny,not-misogyny,not-misogyny
1175,假猪套，我操你妈 听见没，操你妈,misogyny,misogyny,misogyny
672,不结婚？你不要命啦 不结婚上哪儿受气去,misogyny,not-misogyny,misogyny
1306,我房间里的WiFi信号,not-misogyny,not-misogyny,not-misogyny
58,再催 创死,not-misogyny,not-misogyny,not-misogyny
134,终于下班了,not-misogyny,not-misogyny,not-misogyny
934,蒂,not-misogyny,not-misogyny,not-misogyny
1436,好委屈 像是买份期待已久的薯条 却被海鸥 无情叼走的委屈,not-misogyny,not-misogyny,not-misogyny
824,老鼠药,not-misogyny,not-misogyny,not-misogyny
505,找工作视力表 钱 事少 离家近 不加班 双休 不打卡 下班不联系 老板、领导人好脸 交通便利办公环境 有年终奖加班有加班费餐补 公司规模行业前景 我的人生巅峰,not-misogyny,not-misogyny,not-misogyny
1510,以后你走你的独木桥 我吃我的过桥米线,not-misogyny,not-misogyny,not-misogyny
348,不生二胎 二胎生的不是男娃,misogyny,misogyny,misogyny
387,米饭帮我盛满谢,not-misogyny,not-misogyny,not-misogyny
1025,*店家推出买一送一活动 想让你找朋友或男/女 朋友一起来买 一个人爽喝两杯的我,not-misogyny,not-misogyny,not-misogyny
895,没事的 轻舟已撞大冰山,not-misogyny,not-misogyny,not-misogyny
829,再要个二胎吧 生男秘方,misogyny,misogyny,misogyny
1604,辣么凶干嘛 有话 好好说 操你妈的,misogyny,misogyny,misogyny
476,我也不是逼你，我确实喜欢孩子 去当月嫂，又有 孩子，还有钱,misogyny,not-misogyny,misogyny
1250,这是我的理想身材 天鹅颈 直角肩 蝴蝶背 蜜桃臀 A4腰 筷子腿 理想身材模版 但这不是我的身体,misogyny,not-misogyny,misogyny
1188,社会上的边角料 妈妈眼里的小骄傲,not-misogyny,not-misogyny,not-misogyny
653,以前的女生 女子无才便是德 早点嫁人,misogyny,misogyny,misogyny
173,你就为了这件事把我们叫出来？,not-misogyny,not-misogyny,not-misogyny
39,三十岁中年人 的疲惫,not-misogyny,not-misogyny,not-misogyny
714,我投递的简历 我收到的offer,not-misogyny,not-misogyny,not-misogyny
91,我不会下班的 我的工作永远做不完,not-misogyny,not-misogyny,not-misogyny
1644,耶嘿,not-misogyny,not-misogyny,not-misogyny
876,我的假期完了 我的人生也是,not-misogyny,not-misogyny,not-misogyny
1147,好冰想你说的话一样,not-misogyny,not-misogyny,not-misogyny
1094,眞受不了 女人實在是有够讨厌,misogyny,misogyny,misogyny
1158,他们说： 女的学这些 有什么意义？,misogyny,misogyny,misogyny
1662,愿秋风 知我意 赐我十亿人民币,not-misogyny,not-misogyny,not-misogyny
500,好厉害的傻逼！ 我先躲起来了,misogyny,not-misogyny,not-misogyny
339,泪水打湿猪脚饭 发誓要赚一百万,not-misogyny,not-misogyny,not-misogyny
29,你走吧 我对苦海有瘾 过不惯在蜜罐里泡着的日子,not-misogyny,not-misogyny,not-misogyny
1126,周一周一奄奄一息,not-misogyny,not-misogyny,not-misogyny
1545,想回家种地 因为玉米 不会半夜给我打电话 说他明天想结俩芒果,not-misogyny,not-misogyny,not-misogyny
946,拿一句去“调戏”哥哥,not-misogyny,not-misogyny,not-misogyny
170,加班一宿，精神抖擞,not-misogyny,not-misogyny,not-misogyny
913,兄弟如手足，女人如衣服,misogyny,not-misogyny,misogyny
492,谁说青春没有售价 惊爆价 9.99/h 原价： 10.99 我的青春限时特价,not-misogyny,not-misogyny,not-misogyny
954,三十五只羊 一只羊 四只羊 九只羊 两只羊 五十只羊 三只羊 六只羊 五只羊 二十只羊 八十只羊 七只羊 八只羊 九十五只羊,not-misogyny,not-misogyny,not-misogyny
1098,你不喜欢过年？ 不是不喜欢过年,not-misogyny,not-misogyny,not-misogyny
1033,给您赔个笑脸 笑了就不能打我了哦 生活 因为伸手不打笑脸狗,not-misogyny,not-misogyny,not-misogyny
588,我一听到“上班”两字就头疼,not-misogyny,not-misogyny,not-misogyny
751,我一定行！,not-misogyny,not-misogyny,not-misogyny
658,下班了 今天的苦就先吃到这里,not-misogyny,not-misogyny,not-misogyny
235,委屈我有什么好委屈的 这一切都是我自作孽啦,not-misogyny,not-misogyny,not-misogyny
733,和别的女生说话 扣20分,not-misogyny,misogyny,not-misogyny
